"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Pricing","Sub_Title","Description","Summary","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Price","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Amenities","Service_options","Payments","Offerings","Recycling","From_the_business","Crowd","Planning"
"555","trending clothing business shops in Delhi","FASHION STORE","j  4/43  Khirki Ext Rd  Khirki Extension  New Colony  Khirki Extension  Malviya Nagar  New Delhi  Delhi 110017","j  4/43  Khirki Ext Rd","New Delhi","110017","New Delhi  Delhi 110017","Delhi","IN","Asia/Calcutta"," "," "," "," "," ",," "," ",,,"Clothing store"," ","Yes","7","5"," ","open","Wednesday, 11 am-10 pm; Thursday, 11 am-10 pm; Friday, 11 am-10 pm; Saturday, 11 am-10 pm; Sunday, 11 am-10 pm; Monday, Closed; Tuesday, 11 am-10 pm; ","11 am-10 pm","11 am-10 pm","Closed","11 am-10 pm","11 am-10 pm","11 am-10 pm","11 am-10 pm","Lat 28.5312813","Lng 77.21819579999999","28.5312813,77.21819579999999","7JWVG6J9+G78","ChIJhyNdJADhDDkRku5sZ9DBqWM"," ","https://www.google.com/maps/place/?q=place_id:ChIJhyNdJADhDDkRku5sZ9DBqWM","7181484181651517074","https://www.google.com/search?kgmid=/g/11wc89rmxj","/g/11wc89rmxj","https://lh5.googleusercontent.com/p/AF1QipPgey6O4rxm-lO2Avw-UTBCZLBXDSw534-gQcXi"," ","https://search.google.com/local/reviews?placeid=ChIJhyNdJADhDDkRku5sZ9DBqWM&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj94Pv03dKOAxWijGMGHZ4BIFQQ8BcIrgMoEQ",,,"Delivery | In-store pick-up | In-store shopping","Credit cards | Google Pay | NFC mobile payments",,,,,"Quick visit"
"556","trending clothing business shops in Delhi","Bhavana Singh Fashion","K-97  below the Airtel store  Block K  Lajpat Nagar II  Lajpat Nagar  New Delhi  Delhi 110024","K-97","New Delhi","110024","below the Airtel store","Delhi","IN","Asia/Calcutta"," "," "," "," ","08448223265","084482 23265"," "," ",,,"Clothing store","Boutique","Yes","17","4.9"," ","open","Wednesday, 11 am-6:30 pm; Thursday, 11 am-6:30 pm; Friday, 11 am-6:30 pm; Saturday, 11 am-6:30 pm; Sunday, Closed; Monday, 11 am-6:30 pm; Tuesday, 11 am-6:30 pm; ","11 am-6:30 pm","Closed","11 am-6:30 pm","11 am-6:30 pm","11 am-6:30 pm","11 am-6:30 pm","11 am-6:30 pm","Lat 28.567377","Lng 77.24658","28.567377,77.24658","7JWVH68W+XJ4","ChIJj91oKUzjDDkRpHQ06tHCuco"," ","https://www.google.com/maps/place/?q=place_id:ChIJj91oKUzjDDkRpHQ06tHCuco","14607921073186174116","https://www.google.com/search?kgmid=/g/11vzfnmn8m","/g/11vzfnmn8m","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC37M3AsQE"," ","https://search.google.com/local/reviews?placeid=ChIJj91oKUzjDDkRpHQ06tHCuco&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj94Pv03dKOAxWijGMGHZ4BIFQQ8BcI0QMoEg","Wheelchair-accessible seating | Wheelchair-accessible toilet","Wi-Fi | Wi-Fi | Restroom","Kerbside pickup | Delivery | In-store pick-up | In-store shopping | On-site services","Credit cards | Debit cards | Google Pay | Credit cards","Women's clothing","Clothing","Identifies as women-owned",,"Appointment required | Quick visit"
"557","trending clothing business shops in Delhi","Allen Solly - Select City walk Mall  Saket","Select Citywalk Mall  Shop No: 5  First Floor  Saket  New Delhi  Delhi 110017","Select Citywalk Mall","New Delhi","110017","Shop No: 5  First Floor","Delhi","IN","Asia/Calcutta"," ","एलेन सोली - ट्रेंडी क्लोथिंग स्टोर, सिलेक्ट सिटीवॉक मॉल, साकेत, न्यू दिल्ली"," "," ","01140575042","011 4057 5042",,,"https://www.allensolly.com/?utm_source=google&utm_medium=gmb&utm_campaign=allen-solly-select-city-walk-mall-saket-new-delhi&utm_content=website","allensolly.com","Clothing store","Formal Clothing Store","Yes","150","4.1"," ","open","Wednesday, 10:30 am-10 pm; Thursday, 10:30 am-10 pm; Friday, 10:30 am-10 pm; Saturday, 10:30 am-10 pm; Sunday, 10:30 am-10 pm; Monday, 10:30 am-10 pm; Tuesday, 10:30 am-10 pm; ","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","Lat 28.528947","Lng 77.2197547","28.528947,77.2197547","7JWVG6H9+HWC","ChIJjzsC4rcCDTkRXMvuzM5wgNI"," ","https://www.google.com/maps/place/?q=place_id:ChIJjzsC4rcCDTkRXMvuzM5wgNI","15168247578487606108","https://www.google.com/search?kgmid=/g/11f3tv3c_z","/g/11f3tv3c_z","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICkteumnQE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.allensolly.com/?utm_source=google&utm_medium=gmb&utm_campaign=allen-solly-select-city-walk-mall-saket-new-delhi&utm_content=website&size=48","https://search.google.com/local/reviews?placeid=ChIJjzsC4rcCDTkRXMvuzM5wgNI&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," ",,,"Online Shopping Store: Shop from a wide collection of men&#039;s, women&#039;s &amp; kid&#039;s shirts, t-shirts, jeans, trousers, accessories, footwear &amp; more at Allen Solly. buy Now!",,"0ahUKEwj94Pv03dKOAxWijGMGHZ4BIFQQ8BcI_AMoEw","Wheelchair-accessible car park | Wheelchair-accessible entrance",,"Kerbside pickup | Delivery | In-store pick-up | In-store shopping","Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Men's clothing",,,"LGBTQ+ friendly","Quick visit"
"558","trending clothing business shops in Delhi","Bloom It - Women's clothing store in Shahpur Jat  Delhi | Designer Clothing Store","5k  1 2  Dada Jungi House Ln  Shahpur Jat  Siri Fort  New Delhi  Delhi 110049","5k","New Delhi","110049","1 2  Dada Jungi House Ln","Delhi","IN","Asia/Calcutta"," ","ब्लूम आईटी - विमेंस क्लोथिंग स्टोर इन शाहपुर जट, दिल्ली | डिज़ाइनर क्लोथिंग स्टोर"," "," "," ",," "," ",,,"Designer Clothing Store","Boutique","Yes","18","4.6"," ","open","Wednesday, 11 am-8 pm; Thursday, 11 am-8 pm; Friday, 11 am-8 pm; Saturday, 11 am-8 pm; Sunday, Closed; Monday, 11 am-8 pm; Tuesday, 11 am-8 pm; ","11 am-8 pm","Closed","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","Lat 28.5495615","Lng 77.21254809999999","28.5495615,77.21254809999999","7JWVG6X7+R2F","ChIJh-S8AOTjDDkRySb08gmSgYM"," ","https://www.google.com/maps/place/?q=place_id:ChIJh-S8AOTjDDkRySb08gmSgYM","9476015662392682185","https://www.google.com/search?kgmid=/g/11tjhkf564","/g/11tjhkf564","https://lh5.googleusercontent.com/p/AF1QipOPzSdyBHQ_4eCwCQnM8SWZTXps6zI8E0sykD63"," ","https://search.google.com/local/reviews?placeid=ChIJh-S8AOTjDDkRySb08gmSgYM&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj94Pv03dKOAxWijGMGHZ4BIFQQ8BcIqAQoFA",,,"Delivery | In-store pick-up","Cheques | Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Women's clothing",,,,"Quick visit"
"559","trending clothing business shops in Delhi","Brands Lovers","E2/4 main Central market  Malviya Nagar  New Delhi  Delhi 110017","E2/4 main Central market","New Delhi","110017","New Delhi  Delhi 110017","Delhi","IN","Asia/Calcutta"," ","ब्रांड्स लवर्स"," "," "," ",," "," ",,,"Clothing store"," ","Yes","97","4.9"," ","open","Wednesday, 11 am-9 pm; Thursday, 11 am-9 pm; Friday, 11 am-9 pm; Saturday, 11 am-9 pm; Sunday, 11 am-9 pm; Monday, 11 am-9 pm; Tuesday, 11 am-9 pm; ","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","Lat 28.533744199999997","Lng 77.2090836","28.533744199999997,77.2090836","7JWVG6M5+FJW","ChIJv_ByH5_jDDkRssYTUOkczBU"," ","https://www.google.com/maps/place/?q=place_id:ChIJv_ByH5_jDDkRssYTUOkczBU","1570662158441891506","https://www.google.com/search?kgmid=/g/11my7vpkrf","/g/11my7vpkrf","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDBzvreTw"," ","https://search.google.com/local/reviews?placeid=ChIJv_ByH5_jDDkRssYTUOkczBU&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj94Pv03dKOAxWijGMGHZ4BIFQQ8BcIzgQoFQ",,,,"Credit cards | Debit cards | NFC mobile payments | Credit cards",,,,,"Quick visit"
"560","trending clothing business shops in Delhi","Balwom Textiles | Manufacturer & Wholesaler of Suit  Saree & Indo-Western - Lajpat Nagar  Delhi | Women's Clothing Store","Ground Floor  B22  Dayananda Colony Rd  Block B  Lajpat Nagar IV  Lajpat Nagar  New Delhi  Delhi 110024","Ground Floor","New Delhi","110024","B22  Dayananda Colony Rd","Delhi","IN","Asia/Calcutta"," "," "," "," ","09998889602","099988 89602","+919819816548 | +917701892224 | +918595340056 | +918920569750","info@balwom.com","https://balwom.in/","balwom.in","Clothing wholesaler","Clothing store","Yes","573","4.9"," ","open","Wednesday, 10 am-8:30 pm; Thursday, 10 am-8:30 pm; Friday, 10 am-8:30 pm; Saturday, 10 am-8:30 pm; Sunday, 10 am-8:30 pm; Monday, 10 am-8:30 pm; Tuesday, 10 am-8:30 pm; ","10 am-8:30 pm","10 am-8:30 pm","10 am-8:30 pm","10 am-8:30 pm","10 am-8:30 pm","10 am-8:30 pm","10 am-8:30 pm","Lat 28.563493299999998","Lng 77.2463593","28.563493299999998,77.2463593","7JWVH67W+9GX","ChIJgePC2RjjDDkRwAGIswLKfv0"," ","https://www.google.com/maps/place/?q=place_id:ChIJgePC2RjjDDkRwAGIswLKfv0","18266259251612090816","https://www.google.com/search?kgmid=/g/11vlmsj2yd","/g/11vlmsj2yd","https://lh5.googleusercontent.com/p/AF1QipMJiLXdVW3q1qvWS95RWbhTuUxj6240C-ww5kNN","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://balwom.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJgePC2RjjDDkRwAGIswLKfv0&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/balwom/"," "," ","https://www.instagram.com/balwom.official/","https://youtube.com/@Balwom","Wholesale Women's Clothing in Delhi by Balwom. Explore Top Ethnic Wear suits, sarees, Gowns, lehengas, Kurtis, & manufacturers, Retailers & suppliers.",,"0ahUKEwj94Pv03dKOAxWijGMGHZ4BIFQQ8BcI8QQoFg",,"Gender-neutral toilets | Restroom","On-site services","Credit cards | Debit cards | Credit cards",,,,"LGBTQ+ friendly",
"561","trending clothing business shops in Delhi","MJ Fashion","near Malviya Nagar  Khirki Extension  Panchsheel Vihar  Sheikh Sarai Village  Sheikh Sarai  extension  New Delhi  Delhi 110025","near Malviya Nagar","extension, New Delhi","110025","extension  New Delhi  Delhi 110025","Delhi","IN","Asia/Calcutta"," ","एमजे फैशन"," "," "," ",," "," ",,,"Clothing store"," ","Yes","8","4.4"," ","open","Wednesday, 10 am-7 pm; Thursday, 10 am-7 pm; Friday, 10 am-7 pm; Saturday, 10 am-7 pm; Sunday, 10 am-7 pm; Monday, 10 am-7 pm; Tuesday, 10 am-7 pm; ","10 am-7 pm","10 am-7 pm","10 am-7 pm","10 am-7 pm","10 am-7 pm","10 am-7 pm","10 am-7 pm","Lat 28.5342323","Lng 77.21880569999999","28.5342323,77.21880569999999","7JWVG6M9+MGV","ChIJmzX7WF_jDDkRoRWGocmJ2d0"," ","https://www.google.com/maps/place/?q=place_id:ChIJmzX7WF_jDDkRoRWGocmJ2d0","15985959851419637153","https://www.google.com/search?kgmid=/g/11tdf7l5tr","/g/11tdf7l5tr","https://lh5.googleusercontent.com/p/AF1QipNc0RuOXEDd9rL1hjC9hYtFXIrAw2JIHqWRpVbr"," ","https://search.google.com/local/reviews?placeid=ChIJmzX7WF_jDDkRoRWGocmJ2d0&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj94Pv03dKOAxWijGMGHZ4BIFQQ8BcInQUoFw","Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet",,"Delivery","Credit cards | NFC mobile payments",,,,"LGBTQ+ friendly","Quick visit"
"562","trending clothing business shops in Delhi","Pantaloons (Select City Walk Mall  Saket  New Delhi)","Shop No SA 02  Second Floor  Select Citywalk Mall  Oppsite HomeStop  Plot No A3 and P 1B  Saket  Pushp Vihar  New Delhi  Delhi 110017","Shop No SA 02  Second Floor  Select Citywalk Mall","New Delhi","110017","Oppsite HomeStop","Delhi","IN","Asia/Calcutta"," ","पंतालूंस (सिलेक्ट सिटी वॉक मॉल, साकेत, न्यू दिल्ली)"," "," ","01149031597","011 4903 1597",,,"https://stores.pantaloons.com/pantaloons/stores-in-new-delhi/stores-in-saket/pantaloons-in-saket-new-delhi--2ad7071d-653c-4c28-baca-7b7fca4fc1d8/home","stores.pantaloons.com","Clothing store","Baby clothing store","Yes","2253","4.2"," ","open","Wednesday, 11 am-10:30 pm; Thursday, 11 am-10:30 pm; Friday, 11 am-10:30 pm; Saturday, 11 am-10:30 pm; Sunday, 11 am-10:30 pm; Monday, 11 am-10:30 pm; Tuesday, 11 am-10:30 pm; ","11 am-10:30 pm","11 am-10:30 pm","11 am-10:30 pm","11 am-10:30 pm","11 am-10:30 pm","11 am-10:30 pm","11 am-10:30 pm","Lat 28.528102699999998","Lng 77.21833869999999","28.528102699999998,77.21833869999999","7JWVG6H9+68W","ChIJd9WBIYvhDDkRzXBsYrKlFkg"," ","https://www.google.com/maps/place/?q=place_id:ChIJd9WBIYvhDDkRzXBsYrKlFkg","5194521405792481485","https://www.google.com/search?kgmid=/g/11dfgph2b7","/g/11dfgph2b7","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICxrZnHJQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://stores.pantaloons.com/pantaloons/stores-in-new-delhi/stores-in-saket/pantaloons-in-saket-new-delhi--2ad7071d-653c-4c28-baca-7b7fca4fc1d8/home&size=48","https://search.google.com/local/reviews?placeid=ChIJd9WBIYvhDDkRzXBsYrKlFkg&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/pantaloons/","https://www.linkedin.com/company/abfrl/ ","https://twitter.com/pantaloonsindia?lang=en","https://www.instagram.com/pantaloonsfashion/?hl=en","https://www.youtube.com/@PantaloonsFashionIndia","Find closest Pantaloons Store near Select Citywalk Mall, new delhi for best Men's and Women's Clothing, Dresses, Ethnic Wear, Jeans, Jackets, Footwear, and Accessories","Pantaloons near me, Pantaloons Formal wear, Pantaloons Vintage clothing, Pantaloons Clothing stores, Pantaloons Online clothing shopping, Pantaloons Women's clothing, Pantaloons Men's clothing, Pantaloons Kids' clothing, Pantaloons Designer clothing, Pantaloons Affordable clothing, Pantaloons Trendy outfits, Pantaloons Fashion trends, Pantaloons Casual clothing, Pantaloons Fashion accessories","0ahUKEwj94Pv03dKOAxWijGMGHZ4BIFQQ8BcIwgUoGA","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible toilet","Restroom","Delivery | In-store pick-up | In-store shopping | On-site services","Credit cards | Debit cards | NFC mobile payments","Men's clothing | Women's clothing",,,,"Quick visit"
"563","trending clothing business shops in Delhi","DIVAS POPUP","5-L  Ground Floor  Dada Jungi House Ln  Shahpur Jat  Siri Fort  New Delhi  Delhi 110049","5-L  Ground Floor","New Delhi","110049","Dada Jungi House Ln","Delhi","IN","Asia/Calcutta"," ","दिवस पॉपअप"," "," ","08860670099","088606 70099",,,"http://divaspopupofficial.com/","divaspopupofficial.com","Women's clothing store","Western apparel store","Yes","237","4.9"," ","open","Wednesday, 11 am-7 pm; Thursday, 11 am-7 pm; Friday, 11 am-7 pm; Saturday, 11 am-7 pm; Sunday, Closed; Monday, 11 am-7 pm; Tuesday, 11 am-7 pm; ","11 am-7 pm","Closed","11 am-7 pm","11 am-7 pm","11 am-7 pm","11 am-7 pm","11 am-7 pm","Lat 28.5496818","Lng 77.2126229","28.5496818,77.2126229","7JWVG6X7+V2H","ChIJGzuQExTiDDkRAd1g4A4-BIg"," ","https://www.google.com/maps/place/?q=place_id:ChIJGzuQExTiDDkRAd1g4A4-BIg","9801026922679950593","https://www.google.com/search?kgmid=/g/11gdknzcks","/g/11gdknzcks","https://lh5.googleusercontent.com/p/AF1QipPvXp-79TSsN6-G3vC8QZuV3v0RK_2-wMw_NEZQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://divaspopupofficial.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJGzuQExTiDDkRAd1g4A4-BIg&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/Divaspopupofficial?mibextid=ZbWKwL"," "," ","https://www.instagram.com/divaspopupofficial?igsh=dGJ3NTd3eG82aHE2",,"Womens Western Clothing",,"0ahUKEwj94Pv03dKOAxWijGMGHZ4BIFQQ8BcI7AUoGQ",,"Wi-Fi","Delivery | In-store pick-up | On-site services","Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Women's clothing",,"Identifies as women-owned","LGBTQ+ friendly","Quick visit"
"564","trending clothing business shops in Delhi","Vardhman Creations","Shop No. 1  CSC  DDA Market  Sri Aurbindo Marg Near  Indian Institute of Technology Delhi  Hauz Khas  New Delhi  Delhi 110016","Shop No. 1  CSC  DDA Market  Sri Aurbindo Marg Near","New Delhi","110016","New Delhi  Delhi 110016","Delhi","IN","Asia/Calcutta"," ","वर्धमान क्रिएशंस"," "," ","01146080334","011 4608 0334"," "," ",,,"Clothing store","Clothing Accessories Store","Yes","259","4.3"," ","open","Wednesday, 10:30 am-8:30 pm; Thursday, 10:30 am-8:30 pm; Friday, 10:30 am-8:30 pm; Saturday, 10:30 am-8:30 pm; Sunday, 10:30 am-8:30 pm; Monday, 10:30 am-8:30 pm; Tuesday, 10:30 am-8:30 pm; ","10:30 am-8:30 pm","10:30 am-8:30 pm","10:30 am-8:30 pm","10:30 am-8:30 pm","10:30 am-8:30 pm","10:30 am-8:30 pm","10:30 am-8:30 pm","Lat 28.543484","Lng 77.201217","28.543484,77.201217","7JWVG6V2+9FW","ChIJt8z48QniDDkRFA0ttF4_Vd4"," ","https://www.google.com/maps/place/?q=place_id:ChIJt8z48QniDDkRFA0ttF4_Vd4","16020780925422734612","https://www.google.com/search?kgmid=/g/1tg850dr","/g/1tg850dr","https://lh5.googleusercontent.com/p/AF1QipNWH0O4YT-OQa2l4B0O7I0--2oQpm0woCx5Wq9u"," ","https://search.google.com/local/reviews?placeid=ChIJt8z48QniDDkRFA0ttF4_Vd4&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj94Pv03dKOAxWijGMGHZ4BIFQQ8BcImgYoGg","Wheelchair-accessible entrance",,,"Credit cards | Debit cards | NFC mobile payments | Credit cards",,,,,"Quick visit"
"565","trending clothing business shops in Delhi","Kapoor Clothing Hub","Shop no 1415  13  Kalkaji  Govindpuri  New Delhi  Delhi 110019","Shop no 1415","New Delhi","110019","13","Delhi","IN","Asia/Calcutta"," ","कपूर क्लोथिंग हब"," "," ","09555544744","095555 44744"," "," ",,,"Clothing store"," ","Yes","103","4.9"," ","open","Wednesday, 12-9 pm; Thursday, 12-9 pm; Friday, 12-9 pm; Saturday, 12-9 pm; Sunday, 12-9 pm; Monday, 12 pm-12 am; Tuesday, 12-9 am; ","12-9 pm","12-9 pm","12 pm-12 am","12–9 am","12-9 pm","12-9 pm","12-9 pm","Lat 28.532586","Lng 77.2647946","28.532586,77.2647946","7JWVG7M7+2WM","ChIJh7N34IvjDDkR0Tr5ML5tVo8"," ","https://www.google.com/maps/place/?q=place_id:ChIJh7N34IvjDDkR0Tr5ML5tVo8","10328563459053664977","https://www.google.com/search?kgmid=/g/11txf9xbcy","/g/11txf9xbcy","https://lh5.googleusercontent.com/p/AF1QipNyiAi5n8O-8c_4M4zfiI5brFSgQrF1A9piewc0"," ","https://search.google.com/local/reviews?placeid=ChIJh7N34IvjDDkR0Tr5ML5tVo8&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwiK97r-3dKOAxX06jgGHYuTFIIQ8BcIDSgI",,,"Delivery","Credit cards | Debit cards | Google Pay | NFC mobile payments",,,,,"Quick visit"
"566","trending clothing business shops in Delhi","R4U","Regd Office  758  Chirag Dilli  New Delhi  Delhi 110017","Regd Office","New Delhi","110017","758","Delhi","IN","Asia/Calcutta"," ","आर4यू"," "," ","08826288808","088262 88808"," "," ",,,"Title company","Clothing manufacturer","Yes","111","4.8"," ","open","Wednesday, 10 am-6 pm; Thursday, 10 am-6 pm; Friday, 10 am-6 pm; Saturday, 10 am-6 pm; Sunday, 10 am-6 pm; Monday, 10 am-6 pm; Tuesday, 10 am-6 pm; ","10 am-6 pm","10 am-6 pm","10 am-6 pm","10 am-6 pm","10 am-6 pm","10 am-6 pm","10 am-6 pm","Lat 28.5371599","Lng 77.2281266","28.5371599,77.2281266","7JWVG6PH+V76","ChIJ-WQSFybiDDkRro5PAY-0rk4"," ","https://www.google.com/maps/place/?q=place_id:ChIJ-WQSFybiDDkRro5PAY-0rk4","5669667507201347246","https://www.google.com/search?kgmid=/g/11b7cm26g1","/g/11b7cm26g1","https://lh5.googleusercontent.com/p/AF1QipOjojyUOi5FgDPMPZKpJ_XF_6FaxL9zn2CQqtqS"," ","https://search.google.com/local/reviews?placeid=ChIJ-WQSFybiDDkRro5PAY-0rk4&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwiK97r-3dKOAxX06jgGHYuTFIIQ8BcINigJ","Wheelchair-accessible car park | Wheelchair-accessible entrance",,"Online appointments | On-site services",,,,,,"Appointment required"
"567","trending clothing business shops in Delhi","WARDAN","201 Floor: 2nd  Building: 252-A  Gora Designer Lane Fashion Street  South  Shahpur Jat  New Delhi  Delhi 110049","201 Floor: 2nd  Building: 252-A  Gora Designer Lane Fashion Street","New Delhi","110049","South","Delhi","IN","Asia/Calcutta"," ","वरदान"," "," "," ",," "," ",,,"Designer Clothing Store","Clothing Accessories Store","Yes","36","4.4"," ","open","Wednesday, 11:11 am-5:55 am; Thursday, 10:10 am-10:10 pm; Friday, 10:10 am-10:10 pm; Saturday, 11:11 am-5:55 am; Sunday, Closed; Monday, 10:10 am-10:10 pm; Tuesday, 10:10 am-10:10 pm; ","11:11 am-5:55 am","Closed","10:10 am-10:10 pm","10:10 am-10:10 pm","11:11 am-5:55 am","10:10 am-10:10 pm","10:10 am-10:10 pm","Lat 28.5485112","Lng 77.2117657","28.5485112,77.2117657","7JWVG6X6+CP2","ChIJl36Fv_PjDDkRZQEzw8G_K1g"," ","https://www.google.com/maps/place/?q=place_id:ChIJl36Fv_PjDDkRZQEzw8G_K1g","6353382538260709733","https://www.google.com/search?kgmid=/g/11pb119kw4","/g/11pb119kw4","https://lh5.googleusercontent.com/p/AF1QipPLbXU2bPRtF8SqYiD-nwjqMJWYHOJqd_ODTVv-"," ","https://search.google.com/local/reviews?placeid=ChIJl36Fv_PjDDkRZQEzw8G_K1g&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwiK97r-3dKOAxX06jgGHYuTFIIQ8BcIXygK",,"Gender-neutral toilets | Wi-Fi","Delivery | In-store pick-up","Debit cards | Google Pay | NFC mobile payments | Credit cards",,"Clothing",,"LGBTQ+ friendly","Appointment required"
"568","trending clothing business shops in Delhi","Forever New","SHOP NO.15 16  FIRST FLOOR  Select Citywalk Mall  Saket District Centre  District Centre  Sector 6  Saket  New Delhi  Delhi 110017","SHOP NO.15 16  FIRST FLOOR","New Delhi","110017","Select Citywalk Mall","Delhi","IN","Asia/Calcutta"," ","फॉरएवर न्यू"," "," ","01146521519","011 4652 1519",,,"https://www.forevernew.co.in/","forevernew.co.in","Clothing store","Clothing Accessories Store","Yes","177","4.1"," ","open","Wednesday, 10:30 am-10:30 pm; Thursday, 10:30 am-10:30 pm; Friday, 10:30 am-10:30 pm; Saturday, 10:30 am-10:30 pm; Sunday, 10:30 am-10:30 pm; Monday, 10:30 am-10:30 pm; Tuesday, 10:30 am-10:30 pm; ","10:30 am-10:30 pm","10:30 am-10:30 pm","10:30 am-10:30 pm","10:30 am-10:30 pm","10:30 am-10:30 pm","10:30 am-10:30 pm","10:30 am-10:30 pm","Lat 28.5288532","Lng 77.2184317","28.5288532,77.2184317","7JWVG6H9+G9V","ChIJS5MmGYvhDDkRzt-l3jdHYDQ"," ","https://www.google.com/maps/place/?q=place_id:ChIJS5MmGYvhDDkRzt-l3jdHYDQ","3774094793020661710","https://www.google.com/search?kgmid=/g/124ykztrl","/g/124ykztrl","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDM39nRbw","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.forevernew.co.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJS5MmGYvhDDkRzt-l3jdHYDQ&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/ForeverNewIndia/","https://www.linkedin.com/company/forever-new-apparels-private-limited/mycompany/?viewAsMember=true"," ","https://www.instagram.com/forevernew_india/?hl=en","https://www.youtube.com/channel/UC0FP70vFDudOft2_NL3kNzg/videos","Forever New is a western wear clothing brand for Women in India. Shop now and get the latest collection for Dresses, Tops, Coats & Fashion Accessories.","Western Wear Dresses, Jackets for women, Coats for women, Petite fashion dresses, tops for women","0ahUKEwiK97r-3dKOAxX06jgGHYuTFIIQ8BcIhgEoCw","Wheelchair-accessible car park | Wheelchair-accessible entrance",,"Delivery","Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Women's clothing",,,,"Quick visit"
