"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Sub_Title","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Offerings","Service_options","Planning","From_the_business","Amenities","Crowd"
"717","Schools in lucknow","The Millennium School","Raibareli Rd  F Block  South City  Lucknow  Uttar Pradesh 226012","Raibareli Rd","Lucknow","226012","Lucknow  Uttar Pradesh 226012","Uttar Pradesh","IN","Asia/Calcutta","द मिलेनियम स्कूल","08188850333","081888 50333",,,"http://www.themillenniumschools.com/tmslucknow","themillenniumschools.com","CBSE School","School","Yes","0","0","open","Wednesday, 8 am-3 pm; Thursday, 8 am-3 pm; Friday, 8 am-3 pm; Saturday, 8 am-3 pm; Sunday, 8 am-3 pm; Monday, 8 am-3 pm; Tuesday, 8 am-3 pm; ","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","Lat 26.7690374","Lng 80.9315472","26.7690374,80.9315472","7MR2QW9J+JJ7","ChIJvzs835n7mzkRpAICMBH30p8"," ","https://www.google.com/maps/place/?q=place_id:ChIJvzs835n7mzkRpAICMBH30p8","11516538850331722404","https://www.google.com/search?kgmid=/g/1tyyvjhp","/g/1tyyvjhp","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC6ztHdFQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.themillenniumschools.com/tmslucknow&size=48"," "," "," "," "," "," "," "," ","0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcI2QMoEg","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"718","Schools in lucknow","Diamond Public Sr. Sec. School","Khawaja Bagh  Faizabad Rd  Matiyari  Chinhat  chauraha  Uttar Pradesh 226028","Khawaja Bagh","chauraha, Lucknow","226028","Faizabad Rd","Uttar Pradesh","IN","Asia/Calcutta","डायमंड पब्लिक सीनियर सैकेंडरी स्कूल","09878460078","098784 60078",,"diamondpsss123@gmail.com","https://dpssschool.com/","dpssschool.com","CBSE School","School","Yes","0","0","open","Wednesday, 8 am-8 pm; Thursday, 8 am-8 pm; Friday, 8 am-8 pm; Saturday, 8 am-8 pm; Sunday, 8 am-8 pm; Monday, 8 am-8 pm; Tuesday, 8 am-8 pm; ","8 am-8 pm","8 am-8 pm","8 am-8 pm","8 am-8 pm","8 am-8 pm","8 am-8 pm","8 am-8 pm","Lat 26.878723599999997","Lng 81.03720349999999","26.878723599999997,81.03720349999999","7MR3V2HP+FVP","ChIJ983uZnvimzkR93DdZZkdDKA"," ","https://www.google.com/maps/place/?q=place_id:ChIJ983uZnvimzkR93DdZZkdDKA","11532625290465210615","https://www.google.com/search?kgmid=/g/11b67gllqw","/g/11b67gllqw","https://lh5.googleusercontent.com/p/AF1QipOpNWBXPE4eGIkQ0rlEdLmfg53GhZfOiU9uNRfG","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://dpssschool.com/&size=48"," ","https://www.facebook.com/dpssslko/"," "," ",,,,,"0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcI_gMoEw","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE  | Affiliated with CISCE ",,,,,
"719","Schools in lucknow","Shri Ram Academy","Gaur Bheet Rd  Preeti Nagar  Lucknow  Uttar Pradesh 226020","Gaur Bheet Rd","Lucknow","226020","Lucknow  Uttar Pradesh 226020","Uttar Pradesh","IN","Asia/Calcutta","श्री राम एकेडमी","08299475900","082994 75900",,"shriramacademy54@gmail.com","https://shriram-academy.com/","shriram-academy.com","School"," ","Yes","96","4","open"," ",,,,,,,,"Lat 26.9097425","Lng 80.9173761","26.9097425,80.9173761","7MR2WW58+VXR","ChIJz9T89VZXmTkRAprPNo1a-WY"," ","https://www.google.com/maps/place/?q=place_id:ChIJz9T89VZXmTkRAprPNo1a-WY","7420061423626066434","https://www.google.com/search?kgmid=/g/11gw34v7dr","/g/11gw34v7dr","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID2lY-mDg","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://shriram-academy.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJz9T89VZXmTkRAprPNo1a-WY&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," ",,,,,"0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIpQQoFA","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"720","Schools in lucknow","Lucknow Public School","Kanpur Road Ashiyana  Ashiana Cross Rd  Sector I  LDA Colony  Lucknow  Uttar Pradesh 226012","Kanpur Road Ashiyana","Lucknow","226012","Ashiana Cross Rd","Uttar Pradesh","IN","Asia/Calcutta","लखनऊ पब्लिक स्कूल"," ",,"+9118001212155 | +917565800030","info@lpsc.co.in","https://www.lucknowpublicschoolsandcolleges.com/","lucknowpublicschoolsandcolleges.com","CBSE School","School","No","0","0","open","Wednesday, 10 am-3 pm; Thursday, 10 am-3 pm; Friday, 10 am-3 pm; Saturday, 10 am-3 pm; Sunday, Closed; Monday, 10 am-3 pm; Tuesday, 10 am-3 pm; ","10 am-3 pm","Closed","10 am-3 pm","10 am-3 pm","10 am-3 pm","10 am-3 pm","10 am-3 pm","Lat 26.7961299","Lng 80.91669259999999","26.7961299,80.91669259999999","7MR2QWW8+FM4","ChIJpy29Sgz8mzkROooFWMFBa7A"," ","https://www.google.com/maps/place/?q=place_id:ChIJpy29Sgz8mzkROooFWMFBa7A","12712326671844608570","https://www.google.com/search?kgmid=/g/124yb3s5j","/g/124yb3s5j","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICkkb3p-gE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.lucknowpublicschoolsandcolleges.com/&size=48"," ","https://www.facebook.com/LucknowPublicSchool.official","https://www.linkedin.com/school/lpslpcofficial/mycompany/","https://twitter.com/LucknowPublic","https://www.instagram.com/lucknowpublicschool.official/","https://www.youtube.com/playlist?list=PLvw9ClJGhbQVV6OMQJ6M-A2k8xf9elQAR"," Lucknow Public School has grown ever since and today it has eleven schools, today it is known as Lucknow Public Schools and Colleges.","best school in india, education, school education, school education of UP, school education in india, school education video, school latest news, School Awards, school toppers","0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIwwQoFQ","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"721","Schools in lucknow","New Millenium School  Gomtinagar  lucknow.","4  new shankar chauraha  Gwari Village  Vikas Khand  Gomti Nagar  Lucknow  Uttar Pradesh 226010","4  new shankar chauraha","Lucknow","226010","Lucknow  Uttar Pradesh 226010","Uttar Pradesh","IN","Asia/Calcutta","न्यू मिलेनियम स्कूल","09044050141","090440 50141",,,"https://www.newmillenniumschool.com/","newmillenniumschool.com","General education school"," ","Yes","0","0","open","Wednesday, 8 am-4 pm; Thursday, 8 am-4 pm; Friday, 8 am-4 pm; Saturday, 8 am-4 pm; Sunday, Closed; Monday, 8 am-4 pm; Tuesday, 8 am-4 pm; ","8 am-4 pm","Closed","8 am-4 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","Lat 26.8472437","Lng 80.995134","26.8472437,80.995134","7MR2RXWW+V3R","ChIJG9fHZ9DimzkRWoZzijcjqC8"," ","https://www.google.com/maps/place/?q=place_id:ChIJG9fHZ9DimzkRWoZzijcjqC8","3434033437323003482","https://www.google.com/search?kgmid=/g/11b806qg08","/g/11b806qg08","https://lh5.googleusercontent.com/p/AF1QipNmnB2DDD2J0s5SfyN8xkw4sbwb7qZrjKxxmOnW","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.newmillenniumschool.com/&size=48"," ","https://www.facebook.com/New-Millennium-school-263323157468107/"," "," ",,,,,"0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcI5wQoFg","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"722","Schools in lucknow","Greenland Public School","Fims College Rd  Vijayant Khand  Gomti Nagar  Lucknow  Uttar Pradesh 226010","Fims College Rd","Lucknow","226010","Lucknow  Uttar Pradesh 226010","Uttar Pradesh","IN","Asia/Calcutta","ग्रीनलैंड पब्लिक स्कूल","09793243333","097932 43333",,"responsegpslucknow@gmail.com","http://www.gpslucknow.com/","gpslucknow.com","CBSE School","High school","Yes","0","0","open","Wednesday, 8 am-2 pm; Thursday, 8 am-2 pm; Friday, 8 am-2 pm; Saturday, 8 am-2 pm; Sunday, Closed; Monday, 8 am-2 pm; Tuesday, 8 am-2 pm; ","8 am-2 pm","Closed","8 am-2 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","Lat 26.8731525","Lng 81.0235464","26.8731525,81.0235464","7MR3V2FF+7C7","ChIJQZ2h4o7imzkRi8Xg0KVZUwc"," ","https://www.google.com/maps/place/?q=place_id:ChIJQZ2h4o7imzkRi8Xg0KVZUwc","527864150041347467","https://www.google.com/search?kgmid=/g/1tcxbm0x","/g/1tcxbm0x","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICavKXP9gE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.gpslucknow.com/&size=48"," ","https://www.facebook.com/gps.gps.96387"," "," ","https://www.instagram.com/reel/DK31DklPW-E/?utm_source=ig_web_button_share_sheet","https://youtube.com/@greenlandpublicschool2248?si=ffKPBYAxgcVyY2fO",,,"0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIjAUoFw","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"723","Schools in lucknow","Rasphil Academy | Best CBSE School In Kalyanpur  Lucknow","Kanchana Bihari Marg  Adil Nagar  Lucknow  Uttar Pradesh 226022","Kanchana Bihari Marg","Lucknow","226022","Lucknow  Uttar Pradesh 226022","Uttar Pradesh","IN","Asia/Calcutta","रस्फिल एकेडमी | बेस्ट CBSE विद्यालय इन कल्याणपुर, लखनऊ","07398323893","073983 23893","+917398323893 | +919839842064 | +919198392082","admission@rasphilacademy.com | info@rasphilacademy.com","http://www.rasphilacademy.com/","rasphilacademy.com","CBSE School"," ","Yes","0","0","open","Wednesday, 8 am-3 pm; Thursday, 8 am-3 pm; Friday, 8 am-3 pm; Saturday, 8 am-3 pm; Sunday, Closed; Monday, 8 am-3 pm; Tuesday, 8 am-3 pm; ","8 am-3 pm","Closed","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","Lat 26.9001579","Lng 80.96922959999999","26.9001579,80.96922959999999","7MR2WX29+3M9","ChIJ3-zZCelXmTkRpS0g5pF0kqU"," ","https://www.google.com/maps/place/?q=place_id:ChIJ3-zZCelXmTkRpS0g5pF0kqU","11930726532837813669","https://www.google.com/search?kgmid=/g/1hf3zk6y0","/g/1hf3zk6y0","https://lh5.googleusercontent.com/p/AF1QipPWMQYVbvzeS0rQoMue4Of-S9VMecWFpUHdxalY","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.rasphilacademy.com/&size=48"," ","https://www.facebook.com/RasphilAcademyLko"," "," ","https://www.instagram.com/rasphilacademyofficial?igsh=MXduYW82cmJhZHd2dQ==","https://youtube.com/@rasphilacademy2639?si=D3xsvDZKxNl342iZ","The Rasphil Academy is an English Medium School co-educational institution. . This is one of the best CBSE School in Kalyanpur, Lucknow...",,"0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcIsQUoGA","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet","Affiliated with CBSE ","On-site services",,"Identifies as women-owned","Gender-neutral toilets",
"724","Schools in lucknow","Loreto Convent Intermediate College","RWQW+2CP  99  Mahatma Gandhi Marg  Block A  Raj Bhavan Colony  The Mall Avenue  Lucknow  Uttar Pradesh 226001","RWQW+2CP","Lucknow","226001","99  Mahatma Gandhi Marg","Uttar Pradesh","IN","Asia/Calcutta","लोरेटो कॉन्वेंट इन्टर कॉलेज","05222237222","0522 223 7222",,,"http://www.lucknowloreto.com/","lucknowloreto.com","College"," ","No","448","4.4","open","Wednesday, 7:30 am-1:30 pm; Thursday, 7:30 am-1:30 pm; Friday, 7:30 am-1:30 pm; Saturday, 7:30-11:30 am; Sunday, Closed; Monday, 7:30 am-1:30 pm; Tuesday, 7:30 am-1:30 pm; ","7:30-11:30 am","Closed","7:30 am-1:30 pm","7:30 am-1:30 pm","7:30 am-1:30 pm","7:30 am-1:30 pm","7:30 am-1:30 pm","Lat 26.836411299999998","Lng 80.9509928","26.836411299999998,80.9509928","7MR2RXP2+H99","ChIJdx2EYwL9mzkR388aF3Ei7tA"," ","https://www.google.com/maps/place/?q=place_id:ChIJdx2EYwL9mzkR388aF3Ei7tA","15055008473460428767","https://www.google.com/search?kgmid=/m/04jl4v1","/m/04jl4v1","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICEjOHkPQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.lucknowloreto.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJdx2EYwL9mzkR388aF3Ei7tA&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," ",,,"Best ICSE Schools In Lucknow - The aim of the school is to give its pupils a sound moral education while devoting special attention to their intellectual, social, emotional, physical and spiritual development. ",,"0ahUKEwiU7qmb5NKOAxUawjgGHY2hFWcQ8BcI2QUoGQ","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,,,,
"725","Schools in lucknow","Lucknow Public School","Virat Khand 4  Gomti Nagar  Lucknow  Uttar Pradesh 226010","Virat Khand 4  Gomti Nagar","Lucknow","226010","Lucknow  Uttar Pradesh 226010","Uttar Pradesh","IN","Asia/Calcutta","लखनऊ पब्लिक विद्यालय","1800123222226","1800 123 222 226","+9118001212155 | +917565800030","info@lpsc.co.in","https://www.lucknowpublicschoolsandcolleges.com/","lucknowpublicschoolsandcolleges.com","CBSE School","School","Yes","0","0","open","Wednesday, 8 am-2 pm; Thursday, 8 am-2 pm; Friday, 8 am-2 pm; Saturday, 8 am-2 pm; Sunday, Closed; Monday, 8 am-2 pm; Tuesday, 7:35 am-3 pm; ","8 am-2 pm","Closed","8 am-2 pm","7:35 am-3 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","Lat 26.8567824","Lng 81.0185795","26.8567824,81.0185795","7MR3V249+PC8","ChIJZeAnPZvjmzkRIMqfvvZYtkk"," ","https://www.google.com/maps/place/?q=place_id:ChIJZeAnPZvjmzkRIMqfvvZYtkk","5311530627313420832","https://www.google.com/search?kgmid=/g/11gnrx5br6","/g/11gnrx5br6","https://lh5.googleusercontent.com/p/AF1QipMU_O_gcwZJO_PmrpRFh8asywjdGDGdrvCytI_W","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.lucknowpublicschoolsandcolleges.com/&size=48"," ","https://www.facebook.com/LucknowPublicSchool.official","https://www.linkedin.com/school/lpslpcofficial/mycompany/","https://twitter.com/LucknowPublic","https://www.instagram.com/lucknowpublicschool.official/","https://www.youtube.com/playlist?list=PLvw9ClJGhbQVV6OMQJ6M-A2k8xf9elQAR"," Lucknow Public School has grown ever since and today it has eleven schools, today it is known as Lucknow Public Schools and Colleges.","best school in india, education, school education, school education of UP, school education in india, school education video, school latest news, School Awards, school toppers","0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcICygG","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,"Gender-neutral toilets",
"726","Schools in lucknow","Kangaroo Kids Lucknow","B3/458  opp. Nehru Enclave  Vishwas Khand  Gomti Nagar  Lucknow  Uttar Pradesh 226010","B3/458","Lucknow","226010","opp. Nehru Enclave","Uttar Pradesh","IN","Asia/Calcutta","कंगारू बच्चे लखनऊ","07706956789","077069 56789","+917706956789","info@kangrookidslucnow.com","https://www.kangarookids.in/preschool-in-lucknow/gomti-nagar/","kangarookids.in","Preschool"," ","Yes","62","4.5","open","Wednesday, 8 am-7 pm; Thursday, 8 am-7 pm; Friday, 8 am-7 pm; Saturday, 8 am-7 pm; Sunday, Closed; Monday, 8 am-7 pm; Tuesday, 8 am-7 pm; ","8 am-7 pm","Closed","8 am-7 pm","8 am-7 pm","8 am-7 pm","8 am-7 pm","8 am-7 pm","Lat 26.8616964","Lng 80.983083","26.8616964,80.983083","7MR2VX6M+M6G","ChIJp3izijX9mzkRem9DPs7mqYk"," ","https://www.google.com/maps/place/?q=place_id:ChIJp3izijX9mzkRem9DPs7mqYk","9919713427742486394","https://www.google.com/search?kgmid=/g/11b6w9d2jt","/g/11b6w9d2jt","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID4kuPnfg","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.kangarookids.in/preschool-in-lucknow/gomti-nagar/&size=48","https://search.google.com/local/reviews?placeid=ChIJp3izijX9mzkRem9DPs7mqYk&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN","https://www.facebook.com/KangarooKidsPreschool/"," "," ","https://www.instagram.com/kangarookidspreschool_official/?igshid=YmMyMTA2M2Y%3D","https://www.youtube.com/user/KangarooKidsEduLtd","Kangaroo Kids Preschool in Gomti Nagar, Vishwas Khand, Lucknow is one of the best international Play School. We offer Playgroup, Nursery & Kindergarten programs. Get Preschool Admission Today!",,"0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcILigH",,,,,,,
"727","Schools in lucknow","Indus Valley Public School Lucknow","Eldeco City  Sc 002  IIM Rd  Mubarakpur  Lucknow  Uttar Pradesh 226013","Eldeco City","Lucknow","226013","Sc 002  IIM Rd","Uttar Pradesh","IN","Asia/Calcutta","इंडस वैली पब्लिक स्कूल","07317007072","073170 07072",,"ivpslucknow@gmail.com","http://www.indusvalleylucknow.in/","indusvalleylucknow.in","CBSE School","Combined primary and secondary school","Yes","0","0","open","Wednesday, 6 am-5 pm; Thursday, 6 am-5 pm; Friday, 6 am-5 pm; Saturday, 6 am-5 pm; Sunday, 6 am-5 pm; Monday, 6 am-5 pm; Tuesday, 6 am-5 pm; ","6 am-5 pm","6 am-5 pm","6 am-5 pm","6 am-5 pm","6 am-5 pm","6 am-5 pm","6 am-5 pm","Lat 26.9408358","Lng 80.9164938","26.9408358,80.9164938","7MR2WWR8+8HQ","ChIJobxfmIxWmTkRVaPMFs6XsLg","http://indusvalleylucknow.in/contact","https://www.google.com/maps/place/?q=place_id:ChIJobxfmIxWmTkRVaPMFs6XsLg","13308303810281382741","https://www.google.com/search?kgmid=/g/11hbblddjy","/g/11hbblddjy","https://lh5.googleusercontent.com/p/AF1QipO366CwUbblB5qfmxBWjrFTSIq5FM3eup9L9KWT","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.indusvalleylucknow.in/&size=48"," ","https://www.facebook.com/IndusValleyPublicSchoolLucknow"," "," ","https://www.instagram.com/ivps_lucknow/","https://www.youtube.com/channel/UCjo4ArFWmrH7oz7VrmD7aFg/videos","Indus Valley Public School Best CBSE Affiliated School situated within the premises of Eldeco City, IIM Road, Mubarakpur, Lucknow - 226013",,"0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIWCgI","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet","Affiliated with CBSE ","On-site services",,,"Gender-neutral toilets",
"728","Schools in lucknow","SKD Academy | Best ICSE Schools in Lucknow","C-128  Block F  Rajajipuram  Lucknow  Uttar Pradesh 226017","C-128","Lucknow","226017","Lucknow  Uttar Pradesh 226017","Uttar Pradesh","IN","Asia/Calcutta","एसकेडी एकेडमी","07752864222","077528 64222","+916307995251","jhdesk@skdacademy.ac.in","https://www.skdacademia.org/c-128-block-rajajipuram/","skdacademia.org","General education school","College","Yes","0","0","open","Wednesday, 8 am-5 pm; Thursday, 8 am-5 pm; Friday, 8 am-5 pm; Saturday, 8 am-5 pm; Sunday, Closed; Monday, 8 am-5 pm; Tuesday, 8 am-5 pm; ","8 am-5 pm","Closed","8 am-5 pm","8 am-5 pm","8 am-5 pm","8 am-5 pm","8 am-5 pm","Lat 26.842319699999997","Lng 80.87059479999999","26.842319699999997,80.87059479999999","7MR2RVRC+W6H","ChIJPYiehWX-mzkRXXXUJyfbQOU"," ","https://www.google.com/maps/place/?q=place_id:ChIJPYiehWX-mzkRXXXUJyfbQOU","16519444394413421917","https://www.google.com/search?kgmid=/g/1tf78hwg","/g/1tf78hwg","https://lh5.googleusercontent.com/p/AF1QipMnS02ZUb5vvoa7Y-A4c0Hwb0ROicVkGU_XxfgG","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.skdacademia.org/c-128-block-rajajipuram/&size=48"," ","https://www.facebook.com/SKDAcademylucknow"," "," ","https://www.instagram.com/skdacademia/","https://www.youtube.com/@SKD_Academy","Top CBSE Schools in Lucknow","Best School In Lucknow, Best School In Rajajipuram, Best CBSE School Near Me, CBSE board admission in Vrindavan Yojna, Raebareli Road, Lucknow, Admission for CBSE Board Class 11 in Vrindavan Yojna, Raebareli Road, Lucknow, Admission for CBSE Board Class 9 in Vrindavan Yojna, Raebareli Road, Lucknow, Admission for CBSE Board Class 5 in Vrindavan Yojna, Raebareli Road, Lucknow, Best CBSC Board Results of Class 10th in Vrindavan Yojna, Raebareli Road, Lucknow, Best CBSC Board Results of Class 12th in Vrindavan Yojna, Raebareli Road, Lucknow, Fee Structure of Schools in Vrindavan Yojna, Raebareli Road, Lucknow, Fee Structure of CBSE Board Class 11 in Vrindavan Yojna, Raebareli Road, Lucknow, Fee Structure of CBSE Board Class 9 in Vrindavan Yojna, Raebareli Road, Lucknow, Fee Structure of CBSE Board Class 5 in Vrindavan Yojna, Raebareli Road, Lucknow, Best School Facility in Vrindavan Yojna, Raebareli Road, Lucknow, Best Performing School in Vrindavan Yojna, Raebareli Road, Lucknow, Join Us For The Best Performance of Your Children, Teacher's Vacancies in Vrindavan Yojna, Raebareli Road, Lucknow, Teacher's Vacancies in Vrindavan Yojna, Raebareli Road, Lucknow, Join SKD Academy in Vrindavan Yojna, Raebareli Road, Lucknow To Build A Great Career In Teaching, CBSE board admission in Vikrant Khand, Gomti Nagar, Lucknow, Admission for CBSE Board Class 11 in Vikrant Khand, Gomti Nagar, Lucknow, Admission for CBSE Board Class 9 in Vikrant Khand, Gomti Nagar, Lucknow, Admission for CBSE Board Class 5 in Vikrant Khand, Gomti Nagar, Lucknow, Best CBSC Board Results of Class 10th in Vikrant Khand, Gomti Nagar, Lucknow, Best CBSC Board Results of Class 12th in Vikrant Khand, Gomti Nagar, Lucknow, Fee Structure of Schools in Vikrant Khand, Gomti Nagar, Lucknow, Fee Structure of CBSE Board Class 11 in Vikrant Khand, Gomti Nagar, Lucknow, Fee Structure of CBSE Board Class 9 in Vikrant Khand, Gomti Nagar, Lucknow, Fee Structure of CBSE Board Class 5 in Vikrant Khand, Gomti Nagar, Lucknow, Best School Facility in Vikrant Khand, Gomti Nagar, Lucknow, Best Performing School in Vikrant Khand, Gomti Nagar, Lucknow, Join Us For The Best Performance of Your Childrens, Teacher's Vacancies in Vikrant Khand, Gomti Nagar, Lucknow, Join SKD Academy in Vikrant Khand, Gomti Nagar, Lucknow To Build A Great Career In Teaching, CBSE board admission in Rajajipuram, Lucknow, Admission for CBSE Board Class 11 in Rajajipuram, Lucknow, Admission for CBSE Board Class 9 in Rajajipuram, Lucknow, Admission for CBSE Board Class 5 in Rajajipuram, Lucknow, Best CBSC Board Results of Class 10th in Rajajipuram, Lucknow, Best CBSC Board Results of Class 12th in Rajajipuram, Lucknow, Fee Structure of Schools in Rajajipuram, Lucknow, Fee Structure of CBSE Board Class 11 in Rajajipuram, Lucknow, Fee Structure of CBSE Board Class 9 in Rajajipuram, Lucknow, Fee Structure of CBSE Board Class 5 in Rajajipuram, Lucknow, Best School Facility in Rajajipuram, Lucknow, Best Performing School in Rajajipuram, Lucknow, Join Us For The Best Performance of Your Childrens, Teacher's Vacancies in Rajajipuram, Lucknow, Join SKD Academy in Rajajipuram, Lucknow To Build A Great Career In Teaching,top 10 cbse schools in lucknow,best cbse schools in lucknow,top 10 schools in lucknow cbse,good cbse schools in lucknow,CBSE schools near me,icse schools near me,icse board schools in lucknow,top 5 cbse schools in lucknow,good cbse schools in lucknow,top 10 schools in lucknow cbse,cbse schools in lucknow,icse schools near me with fees,icse board schools in lucknow,day boarding schools in lucknow,nearest cbse schools in my location,top schools of lucknow,pin code lucknow,top 5 cbse schools in lucknow,top ten schools in lucknow,top 5 schools in lucknow,lucknow best schools,good cbse schools near me,lucknow top schools list,nursery schools near me,list of schools in lucknow,list of lucknow schools,top 20 schools in lucknow,play schools in lucknow,best schools in uttar pradesh","0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIgwEoCQ",,"Affiliated with CBSE  | Affiliated with CISCE ",,,,,
